transaction_id,card_id,vehicle_id,timestamp,location,merchant_type,amount,status
T342,C123,V223,2026-04-17 21:01:32.049666,Bangalore,fuel,2500.0,failed
T343,C113,V213,INVALID_DATE,Chennai,toll,200.0,failed
T344,C129,V229,2026-04-14 01:17:32.049673,Chennai,fuel,2500.0,failed
T345,C136,V236,2026-04-15 20:14:32.049676,Chennai,fuel,100.0,failed
T346,C116,V216,2026-04-16 08:42:32.049679,Mumbai,fuel,500.0,failed
T347,C102,V202,2026-04-18 20:31:32.049683,Chennai,toll,200.0,failed
T348,C107,V207,2026-04-15 19:51:32.049687,Bangalore,toll,100.0,failed
T349,C124,V224,2026-04-13 14:11:32.049690,Mumbai,toll,500.0,success
T350,C149,V249,2026-04-16 15:16:32.049694,Chennai,toll,200.0,failed
T351,C102,V202,2026-04-19 07:20:32.049699,Chennai,toll,100.0,failed
T352,C127,V227,2026-04-16 14:05:32.049702,Mumbai,fuel,2500.0,failed
T353,C125,V225,2026-04-14 10:07:32.049707,Bangalore,toll,5000.0,success
T354,C108,V208,2026-04-16 00:23:32.049710,Mumbai,toll,100.0,success
T355,C107,V207,2026-04-17 03:50:32.049713,Chennai,fuel,2500.0,failed
T356,C114,V214,2026-04-15 16:59:32.049717,Bangalore,fuel,100.0,success
T357,C127,V227,2026-04-18 21:11:32.049720,Mumbai,toll,200.0,success
T358,C143,V243,2026-04-14 14:29:32.049724,Mumbai,fuel,15000.0,success
T359,C130,V230,2026-04-17 20:06:32.049728,Chennai,fuel,200.0,failed
T360,C117,V217,2026-04-13 04:27:32.049731,Chennai,fuel,5000.0,success
T361,C124,V224,2026-04-13 07:08:32.049735,Bangalore,fuel,500.0,success
T362,C124,V224,2026-04-15 07:12:32.049738,Chennai,toll,200.0,failed
T363,C122,V222,2026-04-18 15:14:32.049742,Mumbai,toll,100.0,success
T364,C111,V211,2026-04-13 05:11:32.049746,Bangalore,toll,100.0,failed
T365,C118,V218,2026-04-14 04:52:32.049749,Mumbai,toll,500.0,success
T366,C115,V215,2026-04-16 00:19:32.049752,Bangalore,fuel,2500.0,failed
T367,C105,V205,2026-04-14 12:40:32.049756,Mumbai,toll,100.0,failed
T368,C126,V226,2026-04-17 22:01:32.049760,Mumbai,fuel,200.0,failed
T369,C103,V203,2026-04-16 12:02:32.049763,Chennai,toll,5000.0,failed
T370,C127,V227,2026-04-18 15:36:32.049766,Mumbai,toll,500.0,success
T371,C127,V227,2026-04-18 13:51:32.049770,Chennai,fuel,500.0,success
T372,C123,V223,2026-04-14 06:49:32.049773,Chennai,fuel,100.0,failed
T373,C141,V241,2026-04-13 07:40:32.049777,Mumbai,fuel,100.0,success
T374,C113,V213,2026-04-17 15:33:32.049780,Chennai,toll,200.0,success
T375,C118,V218,2026-04-18 20:41:32.049784,Chennai,fuel,500.0,failed
T376,C111,V211,2026-04-13 14:43:32.049787,Bangalore,fuel,100.0,failed
T377,C126,V226,2026-04-15 13:10:32.049791,Mumbai,fuel,500.0,failed
T378,C130,V230,2026-04-13 12:37:32.049794,Chennai,toll,2500.0,success
T379,C119,V219,2026-04-13 19:17:32.049797,Chennai,fuel,2500.0,failed
T380,C111,V211,2026-04-18 22:37:32.049801,Bangalore,fuel,200.0,failed
T381,C132,V232,2026-04-13 23:09:32.049804,Mumbai,toll,2500.0,success
T382,C139,V239,INVALID_DATE,Mumbai,fuel,200.0,success
T383,C105,V205,2026-04-17 19:09:32.049812,Mumbai,toll,500.0,success
T384,C120,V220,2026-04-13 22:36:32.049815,Bangalore,toll,2500.0,success
T385,C102,V202,INVALID_DATE,Bangalore,toll,100.0,success
T386,C105,V205,2026-04-14 09:04:32.049823,Bangalore,fuel,100.0,success
T387,C102,V202,2026-04-17 03:21:32.049826,Mumbai,toll,5000.0,success
T388,C108,V208,2026-04-13 16:19:32.049829,Bangalore,toll,200.0,success
T389,C137,V237,2026-04-14 20:45:32.049833,Bangalore,toll,100.0,failed
T390,C115,V215,2026-04-18 05:09:32.049836,Bangalore,toll,100.0,success
T391,C123,V223,2026-04-19 08:25:32.049840,Bangalore,fuel,2500.0,failed
T392,C139,V239,2026-04-13 04:06:32.049843,Mumbai,toll,500.0,success
T393,C129,V229,2026-04-16 16:45:32.049847,Bangalore,fuel,-500.0,success
T394,C121,V221,2026-04-17 01:33:32.049850,Bangalore,fuel,5000.0,success
T395,C126,V226,2026-04-13 12:55:32.049853,Chennai,fuel,500.0,failed
T396,C121,V221,2026-04-17 18:35:32.049857,Bangalore,toll,500.0,success
T397,C124,V224,2026-04-15 09:56:32.049861,Mumbai,fuel,100.0,success
T398,C124,V224,2026-04-15 16:59:32.049864,Mumbai,fuel,500.0,success
T399,C113,V213,2026-04-15 14:40:32.049867,Bangalore,fuel,500.0,success
T400,C121,V221,2026-04-19 00:38:32.049871,Mumbai,fuel,100.0,success
T401,C100,V200,2026-04-17 16:37:32.049876,Bangalore,fuel,200.0,failed
T402,C116,V216,2026-04-18 16:23:32.049880,Chennai,toll,100.0,failed
T403,C100,V200,2026-04-12 16:24:32.049884,Bangalore,toll,200.0,failed
T404,C141,V241,2026-04-13 22:22:32.049887,Bangalore,fuel,200.0,failed
T405,C123,V223,2026-04-17 14:02:32.049891,Mumbai,toll,200.0,success
T406,C132,V232,2026-04-18 12:49:32.049895,Chennai,toll,100.0,success
T407,C139,V239,2026-04-14 02:40:32.049898,Chennai,fuel,100.0,failed
T408,C133,V233,2026-04-18 18:47:32.049902,Mumbai,fuel,100.0,failed
T409,C123,V223,2026-04-18 10:32:32.049905,Bangalore,fuel,200.0,success
T410,C122,V222,2026-04-17 11:30:32.049909,Mumbai,fuel,200.0,failed
T411,C146,V246,2026-04-18 09:51:32.049912,Mumbai,toll,100.0,failed
T412,C125,V225,2026-04-13 08:11:32.049915,Chennai,toll,100.0,success
T413,C110,V210,2026-04-18 19:44:32.049919,Bangalore,toll,100.0,failed
T414,C148,V248,2026-04-16 15:15:32.049923,Mumbai,toll,200.0,success
T415,C148,V248,2026-04-14 20:25:32.049927,Chennai,fuel,100.0,failed
T416,C136,V236,INVALID_DATE,Bangalore,toll,200.0,failed
T417,C146,V246,2026-04-19 05:36:32.049934,Chennai,fuel,100.0,failed
T418,C127,V227,INVALID_DATE,Chennai,toll,2500.0,success
T419,C130,V230,2026-04-14 16:33:32.049941,Chennai,fuel,200.0,success
T420,C120,V220,2026-04-14 09:18:32.049945,Bangalore,fuel,200.0,failed
T421,C127,V227,2026-04-14 02:58:32.049948,Chennai,fuel,200.0,success
T422,C115,V215,2026-04-13 05:54:32.049952,Mumbai,fuel,200.0,failed
T423,C127,V227,2026-04-17 02:43:32.049955,Bangalore,toll,500.0,failed
T424,C119,V219,2026-04-12 15:54:32.049959,Chennai,toll,2500.0,success
T425,C134,V234,2026-04-13 09:31:32.049962,Chennai,fuel,100.0,success
T426,C109,V209,2026-04-18 12:06:32.049966,Bangalore,toll,2500.0,success
T427,C121,V221,2026-04-17 19:01:32.049969,Chennai,fuel,200.0,success
T428,C124,V224,2026-04-19 00:58:32.049972,Chennai,toll,100.0,failed
T429,C123,V223,2026-04-13 03:00:32.049976,Chennai,toll,100.0,failed
T430,C117,V217,2026-04-17 04:49:32.049979,Bangalore,fuel,200.0,failed
T431,C138,V238,2026-04-14 23:59:32.049983,Bangalore,toll,500.0,failed
T432,C107,V207,2026-04-15 09:45:32.049986,Bangalore,fuel,200.0,success
T433,C105,V205,2026-04-16 21:27:32.049990,Chennai,fuel,200.0,failed
T434,C142,V242,2026-04-18 15:17:32.049993,Bangalore,toll,500.0,success
T435,C110,V210,2026-04-19 00:54:32.049997,Mumbai,toll,500.0,failed
T436,C112,V212,2026-04-14 06:57:32.050000,Bangalore,fuel,200.0,failed
T437,C111,V211,2026-04-17 03:50:32.050003,Chennai,toll,200.0,success
T438,C128,V228,INVALID_DATE,Chennai,fuel,100.0,success
T439,C138,V238,2026-04-18 20:31:32.050010,Bangalore,fuel,5000.0,failed
T440,C107,V207,2026-04-16 03:27:32.050014,Chennai,fuel,500.0,failed
T441,C141,V241,2026-04-14 03:36:32.050017,Bangalore,fuel,200.0,failed
T442,C125,V225,2026-04-16 09:56:32.050020,Mumbai,toll,5000.0,success
T443,C148,V248,2026-04-15 00:13:32.050024,Bangalore,fuel,500.0,failed
T444,C125,V225,2026-04-17 21:22:32.050029,Mumbai,fuel,100.0,failed
T445,C116,V216,2026-04-14 12:50:32.050032,Chennai,toll,200.0,failed
T446,C105,V205,2026-04-16 20:16:32.050036,Chennai,toll,2500.0,failed
T447,C109,V209,2026-04-19 10:58:32.050040,Mumbai,toll,500.0,success
T448,C145,V245,2026-04-18 08:48:32.050044,Mumbai,fuel,2500.0,success
T449,C108,V208,2026-04-16 19:30:32.050047,Chennai,fuel,200.0,failed
T450,C105,V205,2026-04-15 19:21:32.050050,Bangalore,fuel,5000.0,success
T451,C136,V236,2026-04-12 19:37:32.050054,Bangalore,fuel,2500.0,failed
T452,C129,V229,2026-04-18 01:11:32.050057,Mumbai,fuel,100.0,success
T453,C136,V236,2026-04-14 21:58:32.050060,Bangalore,fuel,500.0,success
T454,C118,V218,INVALID_DATE,Bangalore,toll,500.0,failed
T455,C131,V231,2026-04-15 15:31:32.050067,Bangalore,toll,100.0,failed
T456,C133,V233,2026-04-14 03:58:32.050071,Bangalore,fuel,100.0,failed
T457,C110,V210,2026-04-14 15:59:32.050075,Chennai,toll,2500.0,failed
T458,C136,V236,2026-04-17 13:53:32.050079,Bangalore,fuel,2500.0,failed
T459,C145,V245,2026-04-14 10:09:32.050082,Chennai,fuel,200.0,success
T460,C138,V238,2026-04-14 15:48:32.050086,Chennai,fuel,500.0,failed
T461,C107,V207,INVALID_DATE,Chennai,toll,200.0,success
T462,C133,V233,2026-04-17 15:26:32.050093,Chennai,fuel,100.0,failed
T463,C138,V238,2026-04-13 08:47:32.050096,Bangalore,fuel,200.0,success
T464,C148,V248,2026-04-14 09:31:32.050099,Mumbai,fuel,2500.0,success
T465,C100,V200,2026-04-19 01:36:32.050112,Chennai,fuel,100.0,failed
T466,C106,V206,2026-04-12 19:10:32.050116,Mumbai,fuel,200.0,failed
T467,C105,V205,2026-04-15 10:11:32.050120,Bangalore,fuel,100.0,failed
T468,C121,V221,2026-04-13 21:33:32.050123,Mumbai,toll,500.0,success
T469,C147,V247,2026-04-12 22:42:32.050126,Bangalore,fuel,500.0,failed
T470,C121,V221,2026-04-19 00:47:32.050130,Bangalore,toll,200.0,failed
T471,C133,V233,2026-04-15 06:01:32.050133,Chennai,fuel,2500.0,success
T472,C149,V249,2026-04-14 01:41:32.050137,Chennai,fuel,100.0,success
T473,C148,V248,2026-04-15 08:36:32.050140,Chennai,toll,-500.0,success
T474,C147,V247,2026-04-15 16:51:32.050144,Chennai,fuel,100.0,failed
T475,C112,V212,2026-04-19 12:21:32.050147,Bangalore,fuel,100.0,failed
T476,C101,V201,2026-04-18 18:46:32.050151,Bangalore,toll,200.0,failed
T477,C136,V236,2026-04-13 09:46:32.050154,Bangalore,fuel,200.0,failed
T478,C142,V242,2026-04-12 18:40:32.050159,Mumbai,fuel,200.0,success
T479,C114,V214,2026-04-18 05:58:32.050163,Chennai,fuel,200.0,failed
T480,C146,V246,2026-04-13 17:01:32.050166,Chennai,fuel,500.0,success
T481,C118,V218,2026-04-13 19:46:32.050170,Bangalore,fuel,200.0,success
T482,C124,V224,2026-04-18 14:49:32.050173,Chennai,fuel,100.0,failed
T483,C147,V247,2026-04-12 14:39:32.050177,Chennai,toll,2500.0,failed
T484,C110,V210,2026-04-12 22:16:32.050180,Chennai,fuel,5000.0,success
T485,C100,V200,2026-04-19 11:21:32.050185,Bangalore,fuel,2500.0,success
T486,C106,V206,2026-04-16 18:17:32.050189,Mumbai,toll,200.0,success
T487,C109,V209,2026-04-15 14:17:32.050192,Chennai,fuel,500.0,success
T488,C101,V201,2026-04-18 18:52:32.050195,Bangalore,toll,500.0,failed
T489,C105,V205,2026-04-14 10:06:32.050199,Bangalore,toll,100.0,success
T490,C135,V235,2026-04-14 16:28:32.050203,Mumbai,fuel,500.0,success
T491,C128,V228,2026-04-12 19:35:32.050206,Chennai,fuel,200.0,failed
T492,C103,V203,2026-04-17 07:18:32.050210,Chennai,toll,2500.0,failed
T493,C145,V245,2026-04-13 02:57:32.050213,Bangalore,toll,100.0,success
T494,C132,V232,2026-04-12 14:27:32.050217,Mumbai,fuel,,success
T495,C114,V214,2026-04-15 00:41:32.050220,Mumbai,toll,2500.0,success
T496,C103,V203,2026-04-15 07:09:32.050224,Mumbai,fuel,5000.0,failed
T497,C106,V206,2026-04-16 19:11:32.050227,Mumbai,fuel,2500.0,success
T498,C148,V248,2026-04-15 17:42:32.050231,Chennai,fuel,100.0,failed
T499,C139,V239,2026-04-14 04:55:32.050234,Bangalore,fuel,100.0,failed
T500,C100,V200,2026-04-13 23:45:32.050237,Mumbai,fuel,500.0,success
T501,C140,V240,2026-04-16 16:15:32.050241,Chennai,fuel,500.0,failed
T502,C145,V245,2026-04-15 19:55:32.050244,Chennai,toll,200.0,failed
T503,C110,V210,2026-04-15 20:29:32.050248,Chennai,toll,500.0,failed
T504,C136,V236,2026-04-13 03:06:32.050251,Chennai,toll,5000.0,failed
T505,C117,V217,INVALID_DATE,Bangalore,toll,100.0,success
T506,C121,V221,2026-04-16 11:45:32.050258,Mumbai,fuel,2500.0,failed
T507,C110,V210,2026-04-16 23:34:32.050261,Mumbai,toll,-500.0,failed
T508,C102,V202,2026-04-14 08:33:32.050265,Bangalore,toll,200.0,success
T509,C101,V201,2026-04-18 03:18:32.050268,Bangalore,toll,2500.0,failed
T510,C128,V228,2026-04-14 16:18:32.050273,Bangalore,fuel,200.0,success
T511,C107,V207,2026-04-13 02:19:32.050276,Bangalore,toll,2500.0,success
T512,C124,V224,2026-04-16 16:44:32.050280,Bangalore,fuel,200.0,success
T513,C136,V236,2026-04-14 21:57:32.050284,Bangalore,toll,5000.0,failed
T514,C114,V214,2026-04-13 12:34:32.050287,Bangalore,fuel,100.0,success
T515,C107,V207,2026-04-19 07:07:32.050290,Bangalore,fuel,100.0,success
T516,C115,V215,2026-04-17 04:08:32.050294,Bangalore,fuel,-500.0,success
T517,C148,V248,2026-04-13 11:20:32.050298,Bangalore,fuel,200.0,success
T518,C145,V245,2026-04-14 06:25:32.050302,Mumbai,toll,200.0,failed
T519,C139,V239,2026-04-17 18:57:32.050305,Bangalore,toll,500.0,success
T520,C144,V244,2026-04-17 02:21:32.050309,Chennai,fuel,200.0,success
T521,C104,V204,2026-04-15 14:29:32.050494,Mumbai,toll,100.0,failed
T522,C112,V212,2026-04-15 20:41:32.050499,Mumbai,fuel,100.0,failed
T523,C143,V243,2026-04-18 17:34:32.050503,Chennai,fuel,2500.0,success
T524,C101,V201,2026-04-17 03:10:32.050507,Mumbai,toll,2500.0,success
T525,C113,V213,2026-04-13 06:31:32.050510,Chennai,fuel,2500.0,failed
T526,C144,V244,2026-04-16 02:05:32.050515,Bangalore,toll,500.0,failed
T527,C133,V233,INVALID_DATE,Mumbai,fuel,100.0,failed
T528,C106,V206,2026-04-15 06:02:32.050523,Mumbai,fuel,500.0,success
T529,C121,V221,2026-04-19 08:31:32.050526,Mumbai,toll,500.0,failed
T530,C139,V239,2026-04-14 23:05:32.050530,Bangalore,fuel,500.0,success
T531,C139,V239,2026-04-18 11:40:32.050533,Chennai,toll,100.0,failed
T532,C113,V213,2026-04-19 11:16:32.050536,Mumbai,toll,100.0,failed
T533,C117,V217,2026-04-14 03:29:32.050540,Chennai,toll,2500.0,success
T534,C130,V230,2026-04-13 03:38:32.050543,Mumbai,toll,500.0,success
T535,C131,V231,2026-04-14 00:50:32.050547,Chennai,toll,2500.0,success
T536,C116,V216,2026-04-18 04:51:32.050550,Chennai,fuel,100.0,failed
T537,C114,V214,2026-04-19 10:11:32.050554,Chennai,toll,5000.0,failed
T538,C124,V224,2026-04-13 20:10:32.050557,Mumbai,fuel,200.0,failed
T539,C105,V205,2026-04-15 06:26:32.050561,Bangalore,toll,15000.0,success
T540,C120,V220,2026-04-12 23:11:32.050564,Chennai,toll,200.0,failed
T541,C142,V242,2026-04-17 14:13:32.050568,Chennai,toll,5000.0,success
T542,C124,V224,2026-04-13 02:33:32.050573,Mumbai,fuel,5000.0,success
T543,C137,V237,2026-04-16 17:29:32.050576,Chennai,fuel,2500.0,failed
T544,C146,V246,2026-04-14 22:38:32.050579,Chennai,toll,5000.0,failed
T545,C122,V222,2026-04-14 19:18:32.050583,Chennai,toll,200.0,success
T546,C112,V212,2026-04-15 08:36:32.050587,Bangalore,toll,500.0,success
T547,C128,V228,2026-04-16 02:44:32.050590,Chennai,fuel,500.0,failed
T548,C127,V227,2026-04-15 08:29:32.050593,Chennai,fuel,2500.0,failed
T549,C136,V236,2026-04-19 01:24:32.050597,Chennai,fuel,200.0,failed
T550,C103,V203,2026-04-15 20:02:32.050600,Mumbai,toll,500.0,success
T551,C133,V233,2026-04-16 10:14:32.050604,Mumbai,fuel,100.0,failed
T552,C134,V234,2026-04-16 04:03:32.050607,Chennai,toll,100.0,failed
T553,C143,V243,2026-04-16 02:53:32.050611,Bangalore,fuel,100.0,failed
T554,C117,V217,2026-04-14 00:41:32.050614,Bangalore,fuel,100.0,failed
T555,C143,V243,2026-04-12 15:44:32.050617,Chennai,toll,2500.0,failed
T556,C139,V239,2026-04-17 21:41:32.050621,Bangalore,fuel,500.0,success
T557,C100,V200,2026-04-19 01:56:32.050625,Bangalore,fuel,200.0,success
T558,C147,V247,2026-04-17 23:28:32.050628,Bangalore,fuel,2500.0,success
T559,C112,V212,2026-04-13 03:25:32.050632,Mumbai,toll,500.0,success
T560,C144,V244,2026-04-18 03:36:32.050635,Chennai,toll,200.0,success
T561,C100,V200,2026-04-15 15:53:32.050638,Chennai,fuel,2500.0,failed
T562,C124,V224,2026-04-13 01:05:32.050642,Bangalore,fuel,100.0,success
T563,C126,V226,INVALID_DATE,Chennai,toll,100.0,failed
T564,C149,V249,2026-04-16 02:57:32.050648,Bangalore,toll,500.0,failed
T565,C110,V210,2026-04-13 20:44:32.050652,Mumbai,fuel,500.0,failed
T566,C131,V231,2026-04-16 06:50:32.050655,Chennai,fuel,100.0,failed
T567,C138,V238,2026-04-15 04:21:32.050658,Bangalore,toll,200.0,success
T568,C141,V241,2026-04-12 16:07:32.050662,Mumbai,toll,5000.0,success
T569,C146,V246,2026-04-16 18:55:32.050674,Chennai,fuel,200.0,failed
T570,C149,V249,2026-04-16 18:45:32.050678,Chennai,fuel,100.0,success
T571,C128,V228,2026-04-12 18:48:32.050682,Chennai,toll,200.0,success
T572,C141,V241,2026-04-18 22:32:32.050686,Bangalore,fuel,200.0,failed
T573,C110,V210,2026-04-18 04:29:32.050689,Mumbai,toll,200.0,success
T574,C148,V248,2026-04-17 07:57:32.050694,Chennai,fuel,500.0,success
T575,C107,V207,2026-04-17 10:31:32.050697,Chennai,toll,200.0,failed
T576,C141,V241,2026-04-14 18:21:32.050701,Bangalore,toll,100.0,failed
T577,C124,V224,2026-04-17 12:11:32.050704,Mumbai,fuel,5000.0,failed
T578,C109,V209,2026-04-17 09:18:32.050708,Bangalore,toll,100.0,success
T579,C146,V246,2026-04-13 20:42:32.050711,Bangalore,toll,200.0,success
T580,C107,V207,2026-04-13 22:31:32.050715,Bangalore,fuel,200.0,failed
T581,C143,V243,2026-04-17 02:08:32.050718,Mumbai,fuel,100.0,success
T582,C102,V202,2026-04-18 00:33:32.050722,Mumbai,fuel,100.0,success
T583,C103,V203,2026-04-15 08:44:32.050725,Mumbai,fuel,200.0,success
T584,C136,V236,2026-04-13 04:12:32.050728,Bangalore,fuel,200.0,success
T585,C132,V232,2026-04-14 10:52:32.050732,Chennai,fuel,15000.0,success
T586,C145,V245,2026-04-16 22:37:32.050735,Mumbai,toll,500.0,success
T587,C125,V225,2026-04-13 01:34:32.050738,Bangalore,toll,2500.0,failed
T588,C144,V244,2026-04-18 23:08:32.050742,Chennai,fuel,500.0,failed
T589,C143,V243,2026-04-14 07:59:32.050745,Mumbai,toll,,success
T590,C133,V233,2026-04-13 13:26:32.050749,Bangalore,fuel,500.0,success
T591,C126,V226,2026-04-15 11:47:32.050753,Bangalore,fuel,,failed
T592,C148,V248,2026-04-14 21:12:32.050756,Chennai,fuel,200.0,failed
T593,C130,V230,2026-04-18 21:48:32.050761,Bangalore,toll,2500.0,failed
T594,C103,V203,2026-04-12 17:02:32.050765,Chennai,toll,5000.0,success
T595,C130,V230,2026-04-18 03:29:32.050768,Mumbai,fuel,500.0,failed
T596,C101,V201,2026-04-16 05:04:32.050772,Mumbai,fuel,200.0,failed
T597,C149,V249,2026-04-16 15:41:32.050775,Mumbai,toll,200.0,success
T598,C136,V236,2026-04-18 03:43:32.050779,Chennai,fuel,200.0,failed
T599,C146,V246,2026-04-15 10:28:32.050782,Mumbai,fuel,200.0,success
T600,C126,V226,2026-04-18 20:16:32.050785,Bangalore,fuel,500.0,success
T601,C104,V204,2026-04-17 00:05:32.050789,Bangalore,fuel,200.0,success
T602,C115,V215,2026-04-15 09:07:32.050792,Mumbai,toll,500.0,success
T603,C114,V214,2026-04-19 05:19:32.050795,Mumbai,toll,100.0,failed
T604,C140,V240,2026-04-18 18:19:32.050799,Chennai,fuel,500.0,success
T605,C121,V221,2026-04-14 07:51:32.050802,Mumbai,toll,500.0,success
T606,C116,V216,2026-04-17 21:22:32.050807,Bangalore,fuel,200.0,success
T607,C125,V225,2026-04-12 18:33:32.050811,Mumbai,toll,200.0,failed
T608,C104,V204,2026-04-18 19:53:32.050814,Mumbai,fuel,15000.0,failed
T609,C134,V234,2026-04-17 03:48:32.050817,Chennai,toll,2500.0,success
T610,C143,V243,2026-04-14 04:17:32.050822,Chennai,toll,100.0,failed
T611,C134,V234,2026-04-16 20:55:32.050825,Mumbai,fuel,,failed
T612,C123,V223,2026-04-17 19:24:32.050829,Chennai,fuel,100.0,success
T613,C147,V247,2026-04-13 07:59:32.050833,Bangalore,toll,200.0,failed
T614,C105,V205,2026-04-15 02:51:32.050836,Mumbai,toll,500.0,success
T615,C143,V243,2026-04-19 00:07:32.050840,Bangalore,fuel,100.0,success
T616,C114,V214,2026-04-18 00:12:32.050843,Chennai,toll,100.0,failed
T617,C148,V248,2026-04-16 14:25:32.050847,Mumbai,fuel,100.0,success
T618,C130,V230,2026-04-12 15:51:32.050850,Mumbai,fuel,5000.0,failed
T619,C103,V203,2026-04-14 22:52:32.050853,Chennai,toll,200.0,success
T620,C134,V234,2026-04-14 02:44:32.050857,Mumbai,toll,2500.0,failed
T621,C145,V245,2026-04-13 02:46:32.050860,Mumbai,fuel,100.0,success
T622,C145,V245,INVALID_DATE,Bangalore,toll,200.0,failed
T623,C114,V214,2026-04-17 16:13:32.050867,Mumbai,fuel,100.0,failed
T624,C106,V206,2026-04-15 18:35:32.050870,Mumbai,toll,2500.0,success
T625,C124,V224,2026-04-17 16:46:32.050874,Chennai,fuel,200.0,success
T626,C125,V225,INVALID_DATE,Mumbai,fuel,2500.0,success
T627,C132,V232,2026-04-16 07:12:32.050881,Mumbai,toll,100.0,success
T628,C113,V213,2026-04-17 03:39:32.050884,Chennai,fuel,100.0,success
T629,C103,V203,2026-04-14 13:06:32.050887,Bangalore,fuel,100.0,success
T630,C126,V226,2026-04-19 11:29:32.050891,Bangalore,toll,2500.0,success
T631,C127,V227,2026-04-14 03:42:32.050894,Chennai,toll,500.0,failed
T632,C147,V247,2026-04-16 14:20:32.050898,Mumbai,toll,-500.0,success
T633,C116,V216,2026-04-18 07:20:32.050902,Mumbai,toll,200.0,failed
T634,C101,V201,2026-04-16 17:01:32.050905,Chennai,toll,200.0,failed
T635,C119,V219,2026-04-15 09:30:32.050908,Chennai,toll,-500.0,success
T636,C140,V240,2026-04-13 23:50:32.050912,Mumbai,toll,200.0,failed
T637,C135,V235,2026-04-12 14:41:32.050915,Bangalore,toll,500.0,failed
T638,C101,V201,2026-04-13 13:31:32.050920,Bangalore,toll,100.0,success
T639,C128,V228,2026-04-12 23:25:32.050923,Chennai,fuel,5000.0,success
T640,C137,V237,2026-04-18 22:12:32.050927,Mumbai,toll,200.0,failed
T641,C110,V210,2026-04-14 16:51:32.050930,Chennai,toll,200.0,failed
T642,C116,V216,2026-04-14 02:06:32.050934,Chennai,fuel,200.0,success
T643,C115,V215,2026-04-16 00:28:32.050937,Bangalore,fuel,100.0,failed
T644,C132,V232,2026-04-16 01:44:32.050941,Bangalore,fuel,500.0,success
T645,C112,V212,2026-04-19 00:01:32.050944,Bangalore,toll,500.0,failed
T646,C135,V235,2026-04-13 10:21:32.050948,Chennai,fuel,100.0,failed
T647,C142,V242,2026-04-19 04:51:32.050951,Mumbai,toll,500.0,failed
T648,C137,V237,2026-04-13 04:01:32.050954,Chennai,fuel,500.0,failed
T649,C125,V225,2026-04-16 08:30:32.050958,Mumbai,toll,500.0,failed
T650,C115,V215,2026-04-12 19:27:32.050961,Mumbai,toll,5000.0,success
T651,C123,V223,2026-04-18 20:11:32.050966,Bangalore,toll,100.0,failed
T652,C130,V230,2026-04-18 16:02:32.050969,Bangalore,toll,2500.0,success
T653,C136,V236,2026-04-17 20:05:32.050973,Mumbai,toll,100.0,success
T654,C140,V240,2026-04-16 08:39:32.050976,Mumbai,fuel,100.0,failed
T655,C142,V242,2026-04-13 16:47:32.050980,Mumbai,toll,100.0,failed
T656,C105,V205,2026-04-18 02:13:32.050983,Chennai,toll,200.0,failed
T657,C102,V202,2026-04-14 22:12:32.050987,Mumbai,fuel,500.0,failed
T658,C142,V242,2026-04-18 21:06:32.050990,Chennai,toll,100.0,success
T659,C108,V208,2026-04-13 02:24:32.050994,Chennai,fuel,100.0,success
T660,C138,V238,2026-04-18 00:05:32.050997,Chennai,toll,100.0,failed
T661,C137,V237,INVALID_DATE,Chennai,toll,15000.0,success
T662,C137,V237,2026-04-15 22:51:32.051004,Mumbai,toll,200.0,success
T663,C113,V213,2026-04-13 05:44:32.051008,Mumbai,fuel,2500.0,success
T664,C126,V226,2026-04-12 23:30:32.051011,Mumbai,toll,500.0,failed
T665,C116,V216,2026-04-13 02:38:32.051014,Bangalore,fuel,100.0,failed
T666,C102,V202,2026-04-17 15:16:32.051018,Bangalore,toll,100.0,failed
T667,C149,V249,2026-04-14 03:31:32.051021,Mumbai,toll,100.0,success
T668,C116,V216,2026-04-18 02:12:32.051024,Mumbai,toll,200.0,failed
T669,C135,V235,2026-04-19 11:46:32.051028,Chennai,fuel,2500.0,failed
T670,C109,V209,2026-04-19 05:58:32.051032,Chennai,toll,500.0,success
T671,C149,V249,2026-04-13 18:20:32.051036,Chennai,toll,500.0,success
T672,C122,V222,2026-04-16 01:12:32.051040,Bangalore,fuel,15000.0,success
T673,C141,V241,2026-04-18 12:52:32.051044,Mumbai,fuel,500.0,failed
T674,C112,V212,2026-04-16 02:45:32.051048,Bangalore,fuel,5000.0,success
T675,C126,V226,2026-04-15 16:25:32.051051,Chennai,toll,100.0,success
T676,C112,V212,2026-04-17 20:50:32.051055,Chennai,toll,100.0,success
T677,C147,V247,2026-04-13 23:40:32.051058,Mumbai,fuel,5000.0,success
T678,C146,V246,2026-04-13 14:36:32.051061,Bangalore,fuel,200.0,failed
T679,C112,V212,2026-04-13 09:03:32.051065,Mumbai,fuel,500.0,failed
T680,C102,V202,2026-04-15 22:48:32.051068,Bangalore,toll,500.0,success
T681,C138,V238,2026-04-19 02:17:32.051072,Chennai,fuel,500.0,success
T682,C118,V218,2026-04-13 12:12:32.051075,Chennai,toll,2500.0,failed
T683,C117,V217,2026-04-14 11:08:32.051079,Bangalore,fuel,,success
T684,C107,V207,2026-04-13 11:23:32.051082,Mumbai,toll,200.0,success
T685,C127,V227,2026-04-15 08:26:32.051086,Chennai,toll,500.0,failed
